section,language_type,en,ja,positions,followed
section30,word,selfish,自己中心的な,[],Nick is by no means satisfied with the reward. He is selfish and greedy.
section30,word,greedy,欲の深い,[],Nick is by no means satisfied with the reward. He is selfish and greedy.
section30,word,owe A B/owe B to A,A(人)にB(金額)の借りがある,[],"You owe me $200 altogether, Bob. When are you going to pay me back? ""I'm sorry. I'm hard up."" ""There you go again!"""
section30,word,altogether,全部で,[],"You owe me $200 altogether, Bob. When are you going to pay me back? ""I'm sorry. I'm hard up."" ""There you go again!"""
section30,word,pay ～ back (A),～に(A(金額)を)返す,[],"You owe me $200 altogether, Bob. When are you going to pay me back? ""I'm sorry. I'm hard up."" ""There you go again!"""
section30,word,be hard up,(一時的に)お金に困っている,[],"You owe me $200 altogether, Bob. When are you going to pay me back? ""I'm sorry. I'm hard up."" ""There you go again!"""
section30,word,There you go again!,(あきれて)またそれだ、また始まったよ！,[],"You owe me $200 altogether, Bob. When are you going to pay me back? ""I'm sorry. I'm hard up."" ""There you go again!"""
section30,word,to one's surprise,(文を修飾して)(～が)驚いたことに(だ[だった]),[],"To Brian's surprise, his debt amounted to a considerable sum."
section30,word,debt,(多額の)借金,[],"To Brian's surprise, his debt amounted to a considerable sum."
section30,word,amount to,(合計が)～に達する,[],"To Brian's surprise, his debt amounted to a considerable sum."
section30,word,considerable,(数量・程度などが)かなりの,[],"To Brian's surprise, his debt amounted to a considerable sum."
section30,word,sum,金額,[],"To Brian's surprise, his debt amounted to a considerable sum."
section30,word,cling to,～にしがみつく,[],"Stop clinging to your glory days, or you'll be left behind."
section30,word,glory,栄光、名誉,[],"Stop clinging to your glory days, or you'll be left behind."
section30,word,leave ～ behind,～を置き去りにする,[],"Stop clinging to your glory days, or you'll be left behind."
section30,word,escape from,～から逃げる,[],"You cannot escape from today's harsh realities, so you must adapt to them."
section30,word,harsh,(環境などが)厳しい,[],"You cannot escape from today's harsh realities, so you must adapt to them."
section30,word,reality,現実,[],"You cannot escape from today's harsh realities, so you must adapt to them."
section30,word,adapt to,～に順応する,[],"You cannot escape from today's harsh realities, so you must adapt to them."
section30,word,prosperity,(経済的)繁栄,[],"Prosperity does not last forever. In other words, it will come to an end one of these days."
section30,word,last (2),続く,[],"Prosperity does not last forever. In other words, it will come to an end one of these days."
section30,word,forever,永遠に,[],"Prosperity does not last forever. In other words, it will come to an end one of these days."
section30,word,in other words,つまり,[],"Prosperity does not last forever. In other words, it will come to an end one of these days."
section30,word,come to an end,(長く続いてきたことが)終わる,[],"Prosperity does not last forever. In other words, it will come to an end one of these days."
section30,word,one of these days,いつかは、近いうちに,[],"Prosperity does not last forever. In other words, it will come to an end one of these days."
section30,word,proper,(常識的に見て)ふさわしい、適切な,[],Proper qualifications are required for the position; computer literacy is a must.
section30,word,qualification,資格、能力,[],Proper qualifications are required for the position; computer literacy is a must.
section30,word,require,～が必要である,[],Proper qualifications are required for the position; computer literacy is a must.
section30,word,position,(社内の)ポスト、仕事,[],Proper qualifications are required for the position; computer literacy is a must.
section30,word,computer literacy,コンピューターが使えること,[],Proper qualifications are required for the position; computer literacy is a must.
section30,word,be a must,絶対条件である,[],Proper qualifications are required for the position; computer literacy is a must.
section30,word,enclose,～を同封する,[],Enclose your resume in this envelope and submit it to the personnel department.
section30,word,resume,履歴書,[],Enclose your resume in this envelope and submit it to the personnel department.
section30,word,envelope,封筒,[],Enclose your resume in this envelope and submit it to the personnel department.
section30,word,submit ～ (to A),～(案・申請書など)を(Aに)提出する,[],Enclose your resume in this envelope and submit it to the personnel department.
section30,word,personnel,社員(全体)、職員(全体),[],Enclose your resume in this envelope and submit it to the personnel department.
section30,word,department,(企業・大学などの)部,[],Enclose your resume in this envelope and submit it to the personnel department.
section30,word,optimistic,楽観的な,[],It's optimistic of you to believe that things will work out. At best there's a fifty-fifty chance.
section30,word,work out,うまくいく,[],It's optimistic of you to believe that things will work out. At best there's a fifty-fifty chance.
section30,word,at best,(程度が)よくても、せいぜい,[],It's optimistic of you to believe that things will work out. At best there's a fifty-fifty chance.
section30,word,fifty-fifty,(可能性などが)五分五分の,[],It's optimistic of you to believe that things will work out. At best there's a fifty-fifty chance.
section30,word,registration,登録,[],Registration forms can be obtained free of charge.
section30,word,form,(定型の)用紙,[],Registration forms can be obtained free of charge.
section30,word,obtain,～を入手する,[],Registration forms can be obtained free of charge.
section30,word,free of charge,無料で,[],Registration forms can be obtained free of charge.
section30,word,give ～ a call,～に電話する,[],Please give us a call now if you want to participate in the workshop!
section30,word,participate in,～に参加する,[],Please give us a call now if you want to participate in the workshop!
section30,word,workshop,(～)教室、講習会,[],Please give us a call now if you want to participate in the workshop!
